Name,Online,book_table,rate,votes,approx_cost(for two people),listed_in(type)
Customer_6428,No,No,2.4,3355,439,Quick Bites
Customer_6429,No,Yes,3.2,3728,2926,Delivery
Customer_6430,No,Yes,3.6,188,298,Quick Bites
Customer_6431,No,Yes,3.9,1465,1051,Delivery
Customer_6432,Yes,No,2.5,2916,1985,Cafe
Customer_6433,Yes,Yes,2.3,2415,1492,Cafe
Customer_6434,No,No,3.7,960,1963,Dining
Customer_6435,Yes,Yes,4.2,1968,2246,Dining
Customer_6436,No,No,2.5,937,339,Dining
Customer_6437,Yes,No,4.2,2871,664,Buffet
Customer_6438,No,No,2.9,1521,701,Buffet
Customer_6439,No,No,3.9,2635,777,Buffet
Customer_6440,Yes,No,3.5,1973,2990,Cafe
Customer_6441,No,No,4.9,1611,1078,Dining
Customer_6442,Yes,No,3.2,2256,2218,Delivery
Customer_6443,Yes,No,1.3,2890,538,Buffet
Customer_6444,No,No,3.8,1765,1012,Delivery
Customer_6445,Yes,No,3,737,2745,Quick Bites
Customer_6446,No,Yes,2.1,3010,2368,Buffet
Customer_6447,No,No,1.4,1380,2685,Buffet
Customer_6448,Yes,No,4.1,288,2440,Quick Bites
Customer_6449,No,No,3.4,4299,2518,Quick Bites
Customer_6450,Yes,No,3.6,3185,2505,Quick Bites
Customer_6451,Yes,No,4.9,1383,755,Quick Bites
Customer_6452,No,No,1.9,3336,2648,Delivery
Customer_6453,No,Yes,4.6,3230,2588,Delivery
Customer_6454,Yes,Yes,4.8,1326,2423,Quick Bites
Customer_6455,No,Yes,2.6,1099,2676,Cafe
Customer_6456,Yes,No,3,4326,471,Quick Bites
Customer_6457,Yes,No,2.8,2009,795,Dining
Customer_6458,Yes,Yes,3.6,4565,2514,Buffet
Customer_6459,Yes,Yes,4.4,832,2127,Cafe
Customer_6460,No,Yes,1.7,4285,2308,Quick Bites
Customer_6461,Yes,No,2.2,2869,384,Cafe
Customer_6462,No,Yes,2.7,4354,1955,Delivery
Customer_6463,No,No,2.4,1999,1884,Buffet
Customer_6464,Yes,No,1.4,4102,2954,Cafe
Customer_6465,No,No,2.3,145,1734,Dining
Customer_6466,No,No,1.3,30,1069,Cafe
Customer_6467,Yes,No,2.5,4322,326,Buffet
Customer_6468,Yes,No,3.1,4820,2163,Cafe
Customer_6469,No,Yes,1.2,3220,2423,Buffet
Customer_6470,Yes,Yes,4.3,3839,2372,Quick Bites
Customer_6471,Yes,Yes,3.2,1411,1437,Dining
Customer_6472,No,No,4.4,826,2972,Quick Bites
Customer_6473,Yes,Yes,1.6,1556,371,Cafe
Customer_6474,Yes,Yes,3.3,2321,2068,Delivery
Customer_6475,No,No,2.6,2941,775,Buffet
Customer_6476,No,No,2.2,4984,1396,Buffet
Customer_6477,Yes,Yes,1.1,2639,1433,Quick Bites
Customer_6478,Yes,Yes,1,4558,483,Dining
Customer_6479,No,Yes,4.5,1891,616,Cafe
Customer_6480,No,Yes,1.2,1566,1631,Quick Bites
Customer_6481,No,No,2.1,993,1144,Cafe
Customer_6482,No,No,5,2606,1695,Cafe
Customer_6483,Yes,No,1.4,3514,1982,Quick Bites
Customer_6484,No,Yes,2.7,2145,431,Delivery
Customer_6485,No,Yes,3.9,2300,2841,Dining
Customer_6486,Yes,Yes,4,42,1929,Cafe
Customer_6487,No,Yes,2.5,1439,1571,Buffet
Customer_6488,Yes,Yes,3,3856,2012,Buffet
Customer_6489,No,Yes,3,3807,2973,Buffet
Customer_6490,Yes,Yes,2.2,2196,807,Quick Bites
Customer_6491,No,Yes,1.9,3487,1453,Buffet
Customer_6492,Yes,Yes,4.7,4069,1576,Delivery
Customer_6493,No,No,3.4,3150,718,Dining
Customer_6494,Yes,Yes,3.8,1537,521,Delivery
Customer_6495,Yes,Yes,2.7,4970,2125,Quick Bites
Customer_6496,Yes,Yes,1.5,4188,2635,Dining
Customer_6497,Yes,Yes,4.9,1513,2558,Buffet
Customer_6498,No,Yes,4.8,2474,421,Cafe
Customer_6499,No,Yes,2.4,4520,2068,Quick Bites
Customer_6500,Yes,No,2.4,3322,1925,Buffet
Customer_6501,No,Yes,4.6,853,247,Cafe
Customer_6502,No,Yes,4.4,2868,1539,Dining
Customer_6503,Yes,Yes,3.6,796,952,Delivery
Customer_6504,No,No,4.8,2270,1221,Buffet
Customer_6505,Yes,Yes,1.8,3069,721,Buffet
Customer_6506,Yes,No,2,63,682,Delivery
Customer_6507,Yes,No,2.4,2561,1302,Buffet
Customer_6508,Yes,No,1.3,2606,1101,Cafe
Customer_6509,No,No,3.8,3254,1298,Delivery
Customer_6510,Yes,Yes,2.1,394,1502,Cafe
Customer_6511,Yes,Yes,4.2,1610,2097,Quick Bites
Customer_6512,Yes,Yes,4,4637,2700,Cafe
Customer_6513,Yes,No,3.8,3200,1165,Quick Bites
Customer_6514,Yes,No,4.8,2609,208,Buffet
Customer_6515,Yes,No,3.9,1481,1801,Quick Bites
Customer_6516,Yes,Yes,3.1,3077,2496,Delivery
Customer_6517,No,No,2.6,444,1665,Cafe
Customer_6518,Yes,No,4.5,4999,2886,Dining
Customer_6519,Yes,No,3,3782,1331,Buffet
Customer_6520,No,Yes,2.7,2516,2510,Cafe
Customer_6521,No,Yes,1.9,2898,471,Dining
Customer_6522,No,No,2.1,1977,450,Dining
Customer_6523,Yes,Yes,3.6,2712,2524,Dining
Customer_6524,No,Yes,4.8,383,2539,Delivery
Customer_6525,No,No,1.9,232,1902,Quick Bites
Customer_6526,Yes,Yes,1,3506,833,Delivery
Customer_6527,Yes,No,4.8,4934,694,Quick Bites
Customer_6528,No,Yes,4.5,1094,1329,Delivery
Customer_6529,Yes,No,4.2,2887,1250,Quick Bites
Customer_6530,Yes,Yes,2,471,564,Cafe
Customer_6531,No,Yes,4.1,4297,1980,Buffet
Customer_6532,Yes,Yes,4,2302,2569,Buffet
Customer_6533,Yes,Yes,1.6,2999,631,Dining
Customer_6534,No,Yes,5,2427,2261,Quick Bites
Customer_6535,Yes,Yes,4.9,4969,1073,Cafe
Customer_6536,No,Yes,3,22,274,Dining
Customer_6537,No,No,2.6,1450,986,Quick Bites
Customer_6538,Yes,Yes,3.5,2850,2301,Cafe
Customer_6539,No,No,1.3,4816,2279,Quick Bites
Customer_6540,No,Yes,3.1,1406,1375,Dining
Customer_6541,No,No,4.5,1338,926,Dining
Customer_6542,No,Yes,4.3,738,2455,Dining
Customer_6543,Yes,No,2.3,4727,2177,Quick Bites
Customer_6544,Yes,Yes,3.9,4829,1890,Dining
Customer_6545,Yes,No,4.8,3552,1531,Cafe
Customer_6546,Yes,No,1,37,862,Delivery
Customer_6547,Yes,No,3.9,1926,1017,Buffet
Customer_6548,No,No,3.2,2096,2604,Quick Bites
Customer_6549,No,Yes,1.3,2931,1826,Dining
Customer_6550,Yes,No,4.5,870,949,Delivery
Customer_6551,No,Yes,4.5,1681,483,Dining
Customer_6552,No,No,4.7,1233,2310,Dining
Customer_6553,No,Yes,4.2,3260,886,Quick Bites
Customer_6554,No,No,4.1,4626,689,Quick Bites
Customer_6555,No,No,2.4,1633,2662,Cafe
Customer_6556,No,No,2.3,4034,2211,Delivery
Customer_6557,No,Yes,3.7,4973,643,Cafe
Customer_6558,No,No,2.4,325,273,Buffet
Customer_6559,Yes,No,2.1,2148,2248,Buffet
Customer_6560,No,No,1.4,1228,1907,Buffet
Customer_6561,No,No,1.5,2245,2218,Delivery
Customer_6562,Yes,Yes,4.3,1356,2532,Dining
Customer_6563,No,No,4.6,3725,554,Dining
Customer_6564,Yes,No,2,1082,1198,Dining
Customer_6565,No,No,2,4498,1218,Delivery
Customer_6566,No,Yes,4.7,4340,380,Delivery
Customer_6567,Yes,No,2.3,4129,345,Delivery
Customer_6568,Yes,No,4.3,3225,1594,Cafe
Customer_6569,Yes,Yes,2.5,4830,619,Cafe
Customer_6570,No,Yes,4.4,569,2885,Buffet
Customer_6571,Yes,No,4.6,3211,1575,Cafe
Customer_6572,No,No,2.3,2394,2955,Dining
Customer_6573,Yes,Yes,2.9,605,509,Cafe
Customer_6574,Yes,Yes,2.8,4717,2452,Buffet
Customer_6575,Yes,Yes,2.5,541,1011,Cafe
Customer_6576,Yes,Yes,2,396,454,Cafe
Customer_6577,No,Yes,1,3298,2699,Quick Bites
Customer_6578,Yes,No,3.8,3796,1895,Delivery
Customer_6579,No,No,3.2,2146,2520,Quick Bites
Customer_6580,Yes,No,3.5,2918,2430,Delivery
Customer_6581,No,Yes,1.5,3393,1559,Delivery
Customer_6582,No,No,1.4,858,2048,Cafe
Customer_6583,Yes,Yes,1.2,1019,317,Quick Bites
Customer_6584,Yes,No,1.6,2885,2375,Buffet
Customer_6585,No,Yes,3.9,4043,2548,Delivery
Customer_6586,No,Yes,2.5,2058,2733,Dining
Customer_6587,No,No,4.9,2697,767,Cafe
Customer_6588,Yes,Yes,4.1,2821,2150,Cafe
Customer_6589,Yes,No,3.3,19,774,Dining
Customer_6590,No,No,1.6,2349,2251,Dining
Customer_6591,Yes,Yes,1.4,3551,1700,Cafe
Customer_6592,No,No,3.5,1042,2642,Quick Bites
Customer_6593,Yes,Yes,3,3752,847,Cafe
Customer_6594,No,Yes,4.3,3746,1876,Dining
Customer_6595,Yes,No,4.7,1607,2437,Delivery
Customer_6596,Yes,No,4.3,4402,1162,Cafe
Customer_6597,No,Yes,3.7,4215,2483,Cafe
Customer_6598,Yes,Yes,3,3949,1370,Dining
Customer_6599,No,No,4.2,2775,1374,Delivery
Customer_6600,Yes,Yes,4,243,2854,Dining
Customer_6601,No,Yes,1.7,4834,2200,Buffet
Customer_6602,No,No,4.8,1661,2624,Buffet
Customer_6603,No,No,2.1,2592,2075,Cafe
Customer_6604,Yes,No,2,4339,2199,Buffet
Customer_6605,Yes,No,4.1,3065,886,Buffet
Customer_6606,No,No,4.7,1776,519,Buffet
Customer_6607,No,No,3.2,775,1021,Dining
Customer_6608,No,Yes,3,3017,1613,Quick Bites
Customer_6609,Yes,No,2.4,3011,456,Cafe
Customer_6610,Yes,No,3,1593,345,Cafe
Customer_6611,No,Yes,1.6,734,2474,Buffet
Customer_6612,No,No,3.2,3803,1813,Dining
Customer_6613,Yes,No,1.1,42,1436,Delivery
Customer_6614,Yes,No,1.2,626,2971,Cafe
Customer_6615,Yes,No,1.9,1924,666,Cafe
Customer_6616,Yes,No,4.4,381,1921,Cafe
Customer_6617,Yes,Yes,4.7,2745,2363,Cafe
Customer_6618,Yes,Yes,2.3,778,2751,Buffet
Customer_6619,No,Yes,2,4852,1568,Quick Bites
Customer_6620,Yes,No,2.9,1031,1793,Buffet
Customer_6621,No,Yes,1.3,4844,2778,Delivery
Customer_6622,Yes,No,1.4,4686,2378,Cafe
Customer_6623,Yes,Yes,2.1,3192,990,Delivery
Customer_6624,No,Yes,2.4,1627,2411,Quick Bites
Customer_6625,No,No,2.5,2335,375,Dining
Customer_6626,No,No,1.9,1166,498,Buffet
Customer_6627,No,No,2,1584,465,Buffet
Customer_6628,Yes,No,2.5,323,2390,Delivery
Customer_6629,Yes,No,3.5,1909,2165,Buffet
Customer_6630,Yes,Yes,4.1,666,2000,Delivery
Customer_6631,No,No,2.9,1366,721,Quick Bites
Customer_6632,Yes,No,4.8,4624,1362,Cafe
Customer_6633,Yes,Yes,1.3,293,750,Cafe
Customer_6634,Yes,No,3.1,4552,1498,Quick Bites
Customer_6635,No,Yes,1.3,4234,213,Cafe
Customer_6636,Yes,No,1.5,3597,2259,Cafe
Customer_6637,No,No,4.5,3608,1954,Delivery
Customer_6638,No,Yes,1.6,466,2810,Quick Bites
Customer_6639,Yes,No,4.7,1894,531,Cafe
Customer_6640,No,Yes,3.6,2748,771,Buffet
Customer_6641,No,No,3.5,1896,1588,Delivery
Customer_6642,Yes,No,1.9,2119,2866,Quick Bites
Customer_6643,Yes,Yes,1.9,1394,2727,Quick Bites
Customer_6644,No,No,1.9,2194,2991,Cafe
Customer_6645,Yes,No,1.2,2261,1075,Dining
Customer_6646,No,Yes,1.4,1991,2718,Buffet
Customer_6647,No,Yes,3.3,536,2232,Delivery
Customer_6648,No,Yes,4.5,1172,655,Delivery
Customer_6649,No,No,2.9,1996,1744,Buffet
Customer_6650,Yes,No,4,4298,1586,Quick Bites
Customer_6651,Yes,No,2.6,4478,2548,Buffet
Customer_6652,No,No,3.5,896,649,Quick Bites
Customer_6653,No,Yes,1.3,1725,1268,Cafe
Customer_6654,No,Yes,1.3,4098,999,Cafe
Customer_6655,Yes,Yes,4,4495,2419,Cafe
Customer_6656,No,Yes,2.9,4625,2832,Dining
Customer_6657,No,Yes,2,2359,1856,Quick Bites
Customer_6658,Yes,No,4.4,2823,1983,Delivery
Customer_6659,No,No,4.9,2316,994,Cafe
Customer_6660,Yes,No,3.6,852,1224,Cafe
Customer_6661,Yes,Yes,1.6,1774,358,Delivery
Customer_6662,No,Yes,1.2,2061,2118,Delivery
Customer_6663,Yes,Yes,1.8,586,2869,Buffet
Customer_6664,No,No,3.4,4785,2909,Quick Bites
Customer_6665,No,No,1.7,3890,2478,Quick Bites
Customer_6666,Yes,Yes,2.2,426,1244,Cafe
Customer_6667,No,Yes,4.9,3405,2943,Delivery
Customer_6668,No,Yes,3.6,905,1329,Delivery
Customer_6669,No,No,2.4,563,1650,Cafe
Customer_6670,No,Yes,4.6,2808,2316,Dining
Customer_6671,Yes,Yes,1.9,4971,2033,Dining
Customer_6672,Yes,Yes,3.8,420,1519,Buffet
Customer_6673,Yes,No,1,3378,1445,Cafe
Customer_6674,No,No,4.3,2720,627,Quick Bites
Customer_6675,Yes,No,3.9,4929,541,Cafe
Customer_6676,No,Yes,4.3,2334,699,Cafe
Customer_6677,Yes,Yes,3.7,3973,1708,Buffet
Customer_6678,No,Yes,4.5,2847,1391,Buffet
Customer_6679,Yes,Yes,3.8,2238,2680,Cafe
Customer_6680,No,No,1.7,1335,1968,Cafe
Customer_6681,No,Yes,1.2,1085,2195,Delivery
Customer_6682,No,No,1.3,4558,2973,Cafe
Customer_6683,No,No,2.4,1369,1004,Quick Bites
Customer_6684,No,Yes,1.6,286,961,Delivery
Customer_6685,Yes,Yes,1.3,479,2550,Dining
Customer_6686,Yes,Yes,3.1,539,1810,Cafe
Customer_6687,Yes,Yes,1.7,1280,334,Dining
Customer_6688,Yes,Yes,1.2,4465,2834,Dining
Customer_6689,No,No,1.8,3054,1789,Buffet
Customer_6690,No,Yes,1.2,1814,1338,Dining
Customer_6691,No,No,4.8,4092,1914,Delivery
Customer_6692,Yes,Yes,2.4,765,1085,Buffet
Customer_6693,No,Yes,4.1,4278,1087,Cafe
Customer_6694,No,No,1.2,3264,837,Cafe
Customer_6695,No,Yes,1.9,76,2767,Delivery
Customer_6696,Yes,No,1.7,596,2917,Dining
Customer_6697,Yes,No,1.1,1418,2224,Delivery
Customer_6698,No,No,2.1,3521,468,Cafe
Customer_6699,No,No,4.4,2467,537,Delivery
Customer_6700,Yes,Yes,3.1,1148,2200,Cafe
Customer_6701,Yes,Yes,4.8,3594,1401,Dining
Customer_6702,No,No,3.9,536,2206,Dining
Customer_6703,No,No,1.7,4271,400,Quick Bites
Customer_6704,Yes,No,1.7,3986,2242,Dining
Customer_6705,No,No,3,348,2167,Buffet
Customer_6706,No,No,2.6,110,1125,Cafe
Customer_6707,Yes,Yes,2.5,692,397,Buffet
Customer_6708,No,No,4,4873,1400,Dining
Customer_6709,No,Yes,2.3,4374,2563,Delivery
Customer_6710,No,No,1.4,1697,1271,Cafe
Customer_6711,Yes,No,2.9,1455,1329,Buffet
Customer_6712,Yes,No,4.6,470,1860,Dining
Customer_6713,Yes,Yes,4.2,3654,2515,Quick Bites
Customer_6714,No,Yes,4.4,2778,229,Quick Bites
Customer_6715,No,Yes,1.4,1289,2620,Delivery
Customer_6716,Yes,Yes,2.2,1088,2914,Delivery
Customer_6717,Yes,Yes,2.9,1524,1790,Cafe
Customer_6718,No,Yes,2.6,1772,1917,Buffet
Customer_6719,No,No,1.2,518,1278,Dining
Customer_6720,Yes,Yes,2.9,4638,626,Buffet
Customer_6721,No,No,4.1,4098,652,Quick Bites
Customer_6722,No,No,2.1,4292,2914,Quick Bites
Customer_6723,No,No,1.4,459,925,Quick Bites
Customer_6724,Yes,Yes,1.7,3556,1809,Dining
Customer_6725,No,Yes,3.5,1143,2156,Delivery
Customer_6726,Yes,No,3.9,2318,2620,Dining
Customer_6727,Yes,Yes,1.8,259,2345,Delivery
Customer_6728,Yes,No,4.2,1574,1443,Delivery
Customer_6729,No,Yes,3.1,4199,270,Dining
Customer_6730,No,Yes,4.7,4630,1918,Delivery
Customer_6731,Yes,No,4.6,4203,2168,Dining
Customer_6732,No,No,2.1,4987,2139,Quick Bites
Customer_6733,Yes,Yes,3.5,845,585,Dining
Customer_6734,No,Yes,2.2,4356,214,Dining
Customer_6735,No,No,4.7,3447,2668,Delivery
Customer_6736,Yes,No,3.1,4720,993,Delivery
Customer_6737,Yes,No,3.8,3346,574,Buffet
Customer_6738,Yes,No,2.9,470,2800,Dining
Customer_6739,Yes,No,4.4,3958,2641,Delivery
Customer_6740,No,No,2.1,438,2400,Buffet
Customer_6741,No,Yes,4.5,2608,2734,Quick Bites
Customer_6742,Yes,No,1.4,3865,2337,Delivery
Customer_6743,Yes,No,3.7,2784,2487,Buffet
Customer_6744,Yes,No,4.5,2782,1745,Cafe
Customer_6745,Yes,Yes,3.6,4315,2303,Cafe
Customer_6746,Yes,Yes,2.3,992,620,Delivery
Customer_6747,Yes,No,4.6,1491,2441,Quick Bites
Customer_6748,Yes,Yes,4,2449,699,Delivery
Customer_6749,Yes,No,3.7,361,553,Cafe
Customer_6750,No,No,4.4,3469,404,Dining
Customer_6751,Yes,Yes,1.4,1631,730,Cafe
Customer_6752,No,No,1.2,1874,2132,Dining
Customer_6753,Yes,Yes,3.9,918,2380,Buffet
Customer_6754,Yes,No,5,4859,512,Dining
Customer_6755,Yes,No,2.9,2878,2693,Buffet
Customer_6756,Yes,Yes,4.9,760,1154,Quick Bites
Customer_6757,Yes,Yes,4.3,4798,1739,Dining
Customer_6758,Yes,Yes,4.2,2210,1105,Dining
Customer_6759,No,No,4.9,4005,513,Cafe
Customer_6760,Yes,Yes,3.3,1814,1767,Dining
Customer_6761,Yes,Yes,4.6,82,2151,Cafe
Customer_6762,Yes,No,3.4,3422,1124,Dining
Customer_6763,Yes,Yes,1.9,3124,697,Quick Bites
Customer_6764,Yes,Yes,1.6,3182,1416,Delivery
Customer_6765,No,Yes,2.2,1900,325,Buffet
Customer_6766,Yes,No,2.2,4964,2955,Cafe
Customer_6767,Yes,Yes,1.7,1724,2032,Cafe
Customer_6768,No,Yes,3.6,2524,316,Buffet
Customer_6769,No,Yes,2.5,161,2851,Buffet
Customer_6770,No,Yes,2.7,4605,760,Cafe
Customer_6771,No,No,3.7,4835,2155,Cafe
Customer_6772,No,No,4.7,1239,936,Dining
Customer_6773,No,Yes,1.7,3403,362,Dining
Customer_6774,Yes,Yes,3,769,1514,Cafe
Customer_6775,No,No,1.6,4729,2255,Delivery
Customer_6776,Yes,No,4.7,603,670,Buffet
Customer_6777,Yes,Yes,1.9,2778,2564,Cafe
Customer_6778,No,No,4.9,2634,1166,Quick Bites
Customer_6779,No,Yes,3.5,3111,2437,Quick Bites
Customer_6780,No,Yes,4.4,4458,2889,Dining
Customer_6781,Yes,No,3.9,1241,2402,Dining
Customer_6782,Yes,No,3.2,569,1754,Quick Bites
Customer_6783,No,Yes,2.4,3554,1099,Dining
Customer_6784,No,Yes,4.1,65,1654,Delivery
Customer_6785,No,No,5,897,456,Dining
Customer_6786,Yes,Yes,2.3,2135,2723,Delivery
Customer_6787,Yes,Yes,4.6,3518,1586,Buffet
Customer_6788,Yes,Yes,1.1,2945,1466,Dining
Customer_6789,No,Yes,4.8,688,2101,Dining
Customer_6790,Yes,Yes,4.3,1483,1490,Delivery
Customer_6791,No,Yes,3.8,2037,2214,Cafe
Customer_6792,No,Yes,4.3,96,1314,Delivery
Customer_6793,Yes,No,4.4,3424,1867,Buffet
Customer_6794,Yes,Yes,2.1,2165,351,Buffet
Customer_6795,Yes,No,3.8,2033,1671,Quick Bites
Customer_6796,Yes,Yes,1.5,2282,2058,Cafe
Customer_6797,Yes,No,3.6,2743,1431,Delivery
Customer_6798,Yes,No,4.9,4541,2372,Quick Bites
Customer_6799,Yes,No,3.7,470,2065,Buffet
Customer_6800,Yes,No,2.9,334,603,Cafe
Customer_6801,No,Yes,2.2,1359,1392,Quick Bites
Customer_6802,Yes,Yes,1.1,3691,2536,Delivery
Customer_6803,No,No,3.7,3827,1627,Quick Bites
Customer_6804,Yes,No,1.4,295,673,Quick Bites
Customer_6805,No,Yes,3,4736,2272,Cafe
Customer_6806,No,Yes,3.3,1398,1640,Buffet
Customer_6807,Yes,No,2.9,3274,831,Dining
Customer_6808,No,Yes,4.4,1286,2622,Cafe
Customer_6809,Yes,Yes,1.2,542,1300,Delivery
Customer_6810,No,Yes,2.3,380,2669,Cafe
Customer_6811,No,No,2.1,1899,2930,Cafe
Customer_6812,No,No,4.4,4887,2640,Buffet
Customer_6813,Yes,Yes,4.7,3242,939,Delivery
Customer_6814,Yes,Yes,3.4,2491,776,Delivery
Customer_6815,Yes,Yes,2.5,2760,1217,Dining
Customer_6816,No,No,2.3,3063,986,Quick Bites
Customer_6817,Yes,No,3.7,3182,2122,Cafe
Customer_6818,Yes,Yes,3.9,4860,224,Cafe
Customer_6819,No,No,1.7,1824,1555,Dining
Customer_6820,No,Yes,2.9,2664,1315,Quick Bites
Customer_6821,Yes,No,1.2,1280,2246,Dining
Customer_6822,No,No,4,1490,2791,Buffet
Customer_6823,Yes,No,3.5,3183,2762,Buffet
Customer_6824,No,Yes,4.4,2242,1602,Buffet
Customer_6825,Yes,Yes,2.7,3434,678,Dining
Customer_6826,Yes,Yes,4.4,533,335,Cafe
Customer_6827,No,Yes,2.4,1699,2147,Cafe
Customer_6828,Yes,Yes,3.1,770,2106,Quick Bites
Customer_6829,Yes,Yes,1.8,3535,404,Cafe
Customer_6830,No,No,2.3,963,2389,Delivery
Customer_6831,Yes,No,3.6,1446,1159,Buffet
Customer_6832,Yes,No,4.1,2248,1822,Dining
Customer_6833,No,No,1.9,4777,1637,Quick Bites
Customer_6834,Yes,No,2.6,164,840,Delivery
Customer_6835,No,No,3.5,1829,715,Quick Bites
Customer_6836,No,Yes,4.1,201,353,Quick Bites
Customer_6837,No,No,2.2,2941,2412,Delivery
Customer_6838,No,Yes,3.6,3664,298,Buffet
Customer_6839,No,Yes,1.6,308,2364,Cafe
Customer_6840,No,Yes,1.5,3226,2610,Quick Bites
Customer_6841,Yes,No,3.1,1095,1932,Buffet
Customer_6842,Yes,No,4.6,3677,1780,Quick Bites
Customer_6843,No,Yes,4.5,3424,921,Buffet
Customer_6844,Yes,No,4.6,3871,2527,Cafe
Customer_6845,Yes,No,4.1,2580,2243,Buffet
Customer_6846,Yes,Yes,1,2723,318,Delivery
Customer_6847,Yes,No,2.3,2499,2358,Cafe
Customer_6848,Yes,Yes,1.2,277,1923,Buffet
Customer_6849,Yes,No,1.1,2528,1232,Dining
Customer_6850,Yes,Yes,1.8,831,547,Quick Bites
Customer_6851,Yes,No,4.3,3185,2809,Quick Bites
Customer_6852,No,No,4.6,1598,1241,Quick Bites
Customer_6853,Yes,Yes,1.9,3348,2808,Dining
Customer_6854,Yes,No,2,4206,1114,Delivery
Customer_6855,Yes,No,1.3,3890,1985,Quick Bites
Customer_6856,Yes,No,3.6,3031,671,Cafe
Customer_6857,Yes,Yes,1.8,4528,1885,Delivery
Customer_6858,No,No,4.7,3699,1230,Delivery
Customer_6859,No,Yes,1.1,1579,1437,Quick Bites
Customer_6860,No,Yes,2.6,4807,2408,Quick Bites
Customer_6861,Yes,No,1.4,2690,2629,Quick Bites
Customer_6862,No,Yes,1.7,2364,1643,Buffet
Customer_6863,Yes,No,3.9,3426,921,Delivery
Customer_6864,No,No,4.1,931,1170,Cafe
Customer_6865,Yes,Yes,2.7,2217,2303,Delivery
Customer_6866,Yes,No,1.3,222,2206,Buffet
Customer_6867,No,Yes,3.9,1108,942,Buffet
Customer_6868,No,No,3.7,2742,1978,Delivery
Customer_6869,Yes,Yes,4.4,913,1102,Quick Bites
Customer_6870,No,No,1.6,195,264,Cafe
Customer_6871,Yes,No,3.7,4262,906,Dining
Customer_6872,Yes,No,2.4,3455,2226,Dining
Customer_6873,No,Yes,4.2,4924,415,Dining
Customer_6874,No,Yes,1.4,2055,1726,Delivery
Customer_6875,Yes,Yes,4.4,3839,2657,Quick Bites
Customer_6876,Yes,No,4.8,2857,436,Cafe
Customer_6877,No,No,4.7,3177,775,Cafe
Customer_6878,Yes,No,4.6,3444,2734,Buffet
Customer_6879,No,No,1.4,1673,1938,Delivery
Customer_6880,Yes,Yes,2.3,1482,2751,Delivery
Customer_6881,Yes,Yes,2.1,476,430,Dining
Customer_6882,No,No,3.6,400,922,Quick Bites
Customer_6883,Yes,No,3,3814,2285,Buffet
Customer_6884,No,No,4.9,2221,718,Quick Bites
Customer_6885,Yes,No,4.4,2179,2423,Cafe
Customer_6886,Yes,Yes,1.5,4632,406,Buffet
Customer_6887,No,No,4.6,596,591,Dining
Customer_6888,No,No,2.6,3757,1636,Delivery
Customer_6889,No,No,5,1846,1484,Quick Bites
Customer_6890,No,No,4.8,3981,1575,Cafe
Customer_6891,No,Yes,1.7,990,298,Quick Bites
Customer_6892,No,No,3.5,311,1457,Cafe
Customer_6893,Yes,Yes,4.7,2976,1484,Buffet
Customer_6894,No,No,3.7,2885,1808,Dining
Customer_6895,Yes,Yes,2.6,2104,1431,Dining
Customer_6896,No,Yes,3.3,644,1343,Dining
Customer_6897,No,Yes,1.2,4325,2578,Delivery
Customer_6898,No,No,1,1700,819,Delivery
Customer_6899,Yes,Yes,4.3,3365,369,Cafe
Customer_6900,Yes,Yes,3.1,4842,2846,Buffet
Customer_6901,No,Yes,2.1,3047,1479,Quick Bites
Customer_6902,Yes,Yes,2,4890,342,Cafe
Customer_6903,Yes,No,3.8,4684,1918,Dining
Customer_6904,No,No,1.9,3673,2887,Dining
Customer_6905,No,No,2,3868,770,Delivery
Customer_6906,No,Yes,2.6,4196,1270,Cafe
Customer_6907,Yes,Yes,1.2,2668,1535,Quick Bites
Customer_6908,No,No,3.9,4506,2483,Buffet
Customer_6909,No,Yes,4.1,157,621,Delivery
Customer_6910,Yes,No,3,2730,1647,Cafe
Customer_6911,Yes,No,1.3,1339,1196,Cafe
Customer_6912,No,Yes,3.4,1599,2791,Quick Bites
Customer_6913,No,No,5,380,1107,Buffet
Customer_6914,No,Yes,4.2,3585,2315,Buffet
Customer_6915,Yes,Yes,3.8,19,2270,Dining
Customer_6916,Yes,Yes,4.5,2960,1081,Buffet
Customer_6917,Yes,Yes,2.1,697,2643,Quick Bites
Customer_6918,Yes,No,3.1,466,1729,Dining
Customer_6919,Yes,No,4.5,4126,2271,Dining
Customer_6920,Yes,No,4.8,286,571,Cafe
Customer_6921,No,No,4,1969,465,Buffet
Customer_6922,No,Yes,3.8,3226,579,Dining
Customer_6923,Yes,Yes,3.6,3222,1425,Delivery
Customer_6924,No,Yes,2.1,3304,1685,Delivery
Customer_6925,Yes,Yes,2.5,619,362,Delivery
Customer_6926,Yes,Yes,1.2,579,2246,Delivery
Customer_6927,Yes,Yes,3.7,1135,2295,Buffet
Customer_6928,Yes,Yes,4.8,2123,213,Dining
Customer_6929,Yes,Yes,2.7,2926,2390,Quick Bites
Customer_6930,Yes,No,4.7,3891,2589,Dining
Customer_6931,No,Yes,4.7,712,1840,Quick Bites
Customer_6932,No,No,2.8,287,2371,Buffet
Customer_6933,Yes,No,4.4,1322,1353,Delivery
Customer_6934,Yes,No,2.9,3439,1747,Buffet
